"id","on_date","from_currency","to_currency","rate"
"null","2017-04-03","EUR","DKK","7.437900"
"null","2017-04-03","EUR","CAD","1.426500"
"null","2017-04-03","EUR","JPY","119.550000"
"null","2017-04-03","EUR","HUF","307.620000"
"null","2017-04-03","EUR","RON","4.552500"
"null","2017-04-03","EUR","MYR","4.731300"
"null","2017-04-03","EUR","SEK","9.532200"
"null","2017-04-03","EUR","SGD","1.494000"
"null","2017-04-03","EUR","HKD","8.307400"
"null","2017-04-03","EUR","AUD","1.398200"
"null","2017-04-03","EUR","CHF","1.069600"
"null","2017-04-03","EUR","KRW","1194.500000"
"null","2017-04-03","EUR","CNY","7.364200"
"null","2017-04-03","EUR","TRY","3.889400"
"null","2017-04-03","EUR","HRK","7.446500"
"null","2017-04-03","EUR","NZD","1.530900"
"null","2017-04-03","EUR","THB","36.724000"
"null","2017-04-03","EUR","NOK","9.168300"
"null","2017-04-03","EUR","RUB","60.313000"
"null","2017-04-03","EUR","INR","69.396000"
"null","2017-04-03","EUR","MXN","20.018000"
"null","2017-04-03","EUR","CZK","27.030000"
"null","2017-04-03","EUR","BRL","3.380000"
"null","2017-04-03","EUR","PLN","4.226500"
"null","2017-04-03","EUR","PHP","53.658000"
"null","2017-04-03","EUR","ZAR","14.240000"
"id","on_date","from_currency","to_currency","rate"
"null","2017-04-04","EUR","USD","1.066100"
"null","2017-04-04","EUR","IDR","14203.000000"
"null","2017-04-04","EUR","BGN","1.955800"
"null","2017-04-04","EUR","ILS","3.869000"
"null","2017-04-04","EUR","GBP","0.852600"
"null","2017-04-04","EUR","DKK","7.437400"
"null","2017-04-04","EUR","CAD","1.422900"
"null","2017-04-04","EUR","JPY","118.640000"
"null","2017-04-04","EUR","HUF","308.680000"
"null","2017-04-04","EUR","RON","4.549500"
"null","2017-04-04","EUR","MYR","4.720200"
"null","2017-04-04","EUR","SEK","9.514500"
"null","2017-04-04","EUR","SGD","1.489900"
"null","2017-04-04","EUR","HKD","8.285800"
"null","2017-04-04","EUR","AUD","1.401200"
"null","2017-04-04","EUR","CHF","1.068200"
"null","2017-04-04","EUR","KRW","1191.100000"
"null","2017-04-04","EUR","CNY","7.342300"
"null","2017-04-04","EUR","TRY","3.883100"
"null","2017-04-04","EUR","HRK","7.430500"
"null","2017-04-04","EUR","NZD","1.522600"
"null","2017-04-04","EUR","THB","36.658000"
"null","2017-04-04","EUR","NOK","9.146800"
"null","2017-04-04","EUR","RUB","60.080000"
"null","2017-04-04","EUR","INR","69.280000"
"null","2017-04-04","EUR","MXN","19.979000"
"null","2017-04-04","EUR","CZK","27.044000"
"null","2017-04-04","EUR","BRL","3.331400"
"null","2017-04-04","EUR","PLN","4.227900"
"null","2017-04-04","EUR","PHP","53.456000"
"null","2017-04-04","EUR","ZAR","14.451000"
"id","on_date","from_currency","to_currency","rate"
"null","2017-04-05","EUR","USD","1.065100"
"null","2017-04-05","EUR","IDR","14196.000000"
"null","2017-04-05","EUR","BGN","1.955800"
"null","2017-04-05","EUR","ILS","3.882600"
"null","2017-04-05","EUR","GBP","0.856230"
"null","2017-04-05","EUR","DKK","7.437500"
"null","2017-04-05","EUR","CAD","1.432000"
"null","2017-04-05","EUR","JPY","117.550000"
"null","2017-04-05","EUR","HUF","309.380000"
"null","2017-04-05","EUR","RON","4.544200"
"null","2017-04-05","EUR","MYR","4.720000"
"null","2017-04-05","EUR","SEK","9.610000"
"null","2017-04-05","EUR","SGD","1.490300"
"null","2017-04-05","EUR","HKD","8.276500"
"null","2017-04-05","EUR","AUD","1.410900"
"null","2017-04-05","EUR","CHF","1.067300"
"null","2017-04-05","EUR","KRW","1198.100000"
"null","2017-04-05","EUR","CNY","7.337100"
"null","2017-04-05","EUR","TRY","3.892100"
"null","2017-04-05","EUR","HRK","7.437000"
"null","2017-04-05","EUR","NZD","1.526000"
"null","2017-04-05","EUR","THB","36.687000"
"null","2017-04-05","EUR","NOK","9.179000"
"null","2017-04-05","EUR","RUB","60.117000"
"null","2017-04-05","EUR","INR","69.425000"
"null","2017-04-05","EUR","MXN","20.131000"
"null","2017-04-05","EUR","CZK","27.054000"
"null","2017-04-05","EUR","BRL","3.339500"
"null","2017-04-05","EUR","PLN","4.257100"
"null","2017-04-05","EUR","PHP","53.482000"
"null","2017-04-05","EUR","ZAR","14.658000"
"id","on_date","from_currency","to_currency","rate"
"null","2017-04-06","EUR","USD","1.067800"
"null","2017-04-06","EUR","IDR","14227.000000"
"null","2017-04-06","EUR","BGN","1.955800"
"null","2017-04-06","EUR","ILS","3.902600"
"null","2017-04-06","EUR","GBP","0.855100"
"null","2017-04-06","EUR","DKK","7.435400"
"null","2017-04-06","EUR","CAD","1.429100"
"null","2017-04-06","EUR","JPY","118.490000"
"null","2017-04-06","EUR","HUF","309.910000"
"null","2017-04-06","EUR","RON","4.539700"
"null","2017-04-06","EUR","MYR","4.731400"
"null","2017-04-06","EUR","SEK","9.574800"
"null","2017-04-06","EUR","SGD","1.494800"
"null","2017-04-06","EUR","HKD","8.295700"
"null","2017-04-06","EUR","AUD","1.408500"
"null","2017-04-06","EUR","CHF","1.070800"
"null","2017-04-06","EUR","KRW","1202.700000"
"null","2017-04-06","EUR","CNY","7.363800"
"null","2017-04-06","EUR","TRY","3.940400"
"null","2017-04-06","EUR","HRK","7.457800"
"null","2017-04-06","EUR","NZD","1.531900"
"null","2017-04-06","EUR","THB","36.860000"
"null","2017-04-06","EUR","NOK","9.166500"
"null","2017-04-06","EUR","RUB","59.660000"
"null","2017-04-06","EUR","INR","69.293000"
"null","2017-04-06","EUR","MXN","20.018000"
"null","2017-04-06","EUR","CZK","27.058000"
"null","2017-04-06","EUR","BRL","3.297400"
"null","2017-04-06","EUR","PLN","4.231500"
"null","2017-04-06","EUR","PHP","53.532000"
"null","2017-04-06","EUR","ZAR","14.633000"
"id","on_date","from_currency","to_currency","rate"
"null","2017-04-07","EUR","USD","1.066600"
"null","2017-04-07","EUR","IDR","14207.000000"
"null","2017-04-07","EUR","BGN","1.955800"
"null","2017-04-07","EUR","ILS","3.889500"
"null","2017-04-07","EUR","GBP","0.855900"
"null","2017-04-07","EUR","DKK","7.435000"
"null","2017-04-07","EUR","CAD","1.432200"
"null","2017-04-07","EUR","JPY","118.230000"
"null","2017-04-07","EUR","HUF","309.760000"
"null","2017-04-07","EUR","RON","4.523600"
"null","2017-04-07","EUR","MYR","4.732000"
"null","2017-04-07","EUR","SEK","9.589500"
"null","2017-04-07","EUR","SGD","1.494000"
"null","2017-04-07","EUR","HKD","8.286900"
"null","2017-04-07","EUR","AUD","1.410300"
"null","2017-04-07","EUR","CHF","1.070200"
"null","2017-04-07","EUR","KRW","1206.400000"
"null","2017-04-07","EUR","CNY","7.357700"
"null","2017-04-07","EUR","TRY","3.955000"
"null","2017-04-07","EUR","HRK","7.460000"
"null","2017-04-07","EUR","NZD","1.527100"
"null","2017-04-07","EUR","THB","36.904000"
"null","2017-04-07","EUR","NOK","9.168800"
"null","2017-04-07","EUR","RUB","60.056000"
"null","2017-04-07","EUR","INR","68.815000"
"null","2017-04-07","EUR","MXN","20.039000"
"null","2017-04-07","EUR","CZK","26.736000"
"null","2017-04-07","EUR","BRL","3.323200"
"null","2017-04-07","EUR","PLN","4.227100"
"null","2017-04-07","EUR","PHP","53.489000"
"null","2017-04-07","EUR","ZAR","14.723000"
"id","on_date","from_currency","to_currency","rate"
"null","2017-04-08","EUR","USD","1.063000"
"null","2017-04-08","EUR","IDR","14161.000000"
"null","2017-04-08","EUR","BGN","1.955800"
"null","2017-04-08","EUR","ILS","3.878400"
"null","2017-04-08","EUR","GBP","0.855730"
"null","2017-04-08","EUR","DKK","7.436300"
"null","2017-04-08","EUR","CAD","1.425600"
"null","2017-04-08","EUR","JPY","117.640000"
"null","2017-04-08","EUR","HUF","310.360000"
"null","2017-04-08","EUR","RON","4.517800"
"null","2017-04-08","EUR","MYR","4.714400"
"null","2017-04-08","EUR","SEK","9.596300"
"null","2017-04-08","EUR","SGD","1.490200"
"null","2017-04-08","EUR","HKD","8.259600"
"null","2017-04-08","EUR","AUD","1.412300"
"null","2017-04-08","EUR","CHF","1.069500"
"null","2017-04-08","EUR","KRW","1206.400000"
"null","2017-04-08","EUR","CNY","7.331800"
"null","2017-04-08","EUR","TRY","3.972600"
"null","2017-04-08","EUR","HRK","7.449000"
"null","2017-04-08","EUR","NZD","1.524900"
"null","2017-04-08","EUR","THB","36.790000"
"null","2017-04-08","EUR","NOK","9.158300"
"null","2017-04-08","EUR","RUB","60.492000"
"null","2017-04-08","EUR","INR","68.378000"
"null","2017-04-08","EUR","MXN","19.947000"
"null","2017-04-08","EUR","CZK","26.563000"
"null","2017-04-08","EUR","BRL","3.334900"
"null","2017-04-08","EUR","PLN","4.224900"
"null","2017-04-08","EUR","PHP","53.019000"
"null","2017-04-08","EUR","ZAR","14.684000"
"id","on_date","from_currency","to_currency","rate"
"null","2017-04-09","EUR","USD","1.063000"
"null","2017-04-09","EUR","IDR","14161.000000"
"null","2017-04-09","EUR","BGN","1.955800"
"null","2017-04-09","EUR","ILS","3.878400"
"null","2017-04-09","EUR","GBP","0.855730"
"null","2017-04-09","EUR","DKK","7.436300"
"null","2017-04-09","EUR","CAD","1.425600"
"null","2017-04-09","EUR","JPY","117.640000"
"null","2017-04-09","EUR","HUF","310.360000"
"null","2017-04-09","EUR","RON","4.517800"
"null","2017-04-09","EUR","MYR","4.714400"
"null","2017-04-09","EUR","SEK","9.596300"
"null","2017-04-09","EUR","SGD","1.490200"
"null","2017-04-09","EUR","HKD","8.259600"
"null","2017-04-09","EUR","AUD","1.412300"
"null","2017-04-09","EUR","CHF","1.069500"
"null","2017-04-09","EUR","KRW","1206.400000"
"null","2017-04-09","EUR","CNY","7.331800"
"null","2017-04-09","EUR","TRY","3.972600"
"null","2017-04-09","EUR","HRK","7.449000"
"null","2017-04-09","EUR","NZD","1.524900"
"null","2017-04-09","EUR","THB","36.790000"
"null","2017-04-09","EUR","NOK","9.158300"
"null","2017-04-09","EUR","RUB","60.492000"
"null","2017-04-09","EUR","INR","68.378000"
"null","2017-04-09","EUR","MXN","19.947000"
"null","2017-04-09","EUR","CZK","26.563000"
"null","2017-04-09","EUR","BRL","3.334900"
"null","2017-04-09","EUR","PLN","4.224900"
"null","2017-04-09","EUR","PHP","53.019000"
"null","2017-04-09","EUR","ZAR","14.684000"
"id","on_date","from_currency","to_currency","rate"
"null","2017-04-10","EUR","USD","1.063000"
"null","2017-04-10","EUR","IDR","14161.000000"
"null","2017-04-10","EUR","BGN","1.955800"
"null","2017-04-10","EUR","ILS","3.878400"
"null","2017-04-10","EUR","GBP","0.855730"
"null","2017-04-10","EUR","DKK","7.436300"
"null","2017-04-10","EUR","CAD","1.425600"
"null","2017-04-10","EUR","JPY","117.640000"
"null","2017-04-10","EUR","HUF","310.360000"
"null","2017-04-10","EUR","RON","4.517800"
"null","2017-04-10","EUR","MYR","4.714400"
"null","2017-04-10","EUR","SEK","9.596300"
"null","2017-04-10","EUR","SGD","1.490200"
"null","2017-04-10","EUR","HKD","8.259600"
"null","2017-04-10","EUR","AUD","1.412300"
"null","2017-04-10","EUR","CHF","1.069500"
"null","2017-04-10","EUR","KRW","1206.400000"
"null","2017-04-10","EUR","CNY","7.331800"
"null","2017-04-10","EUR","TRY","3.972600"
"null","2017-04-10","EUR","HRK","7.449000"
"null","2017-04-10","EUR","NZD","1.524900"
"null","2017-04-10","EUR","THB","36.790000"
"null","2017-04-10","EUR","NOK","9.158300"
"null","2017-04-10","EUR","RUB","60.492000"
"null","2017-04-10","EUR","INR","68.378000"
"null","2017-04-10","EUR","MXN","19.947000"
"null","2017-04-10","EUR","CZK","26.563000"
"null","2017-04-10","EUR","BRL","3.334900"
"null","2017-04-10","EUR","PLN","4.224900"
"null","2017-04-10","EUR","PHP","53.019000"
"null","2017-04-10","EUR","ZAR","14.684000"
"id","on_date","from_currency","to_currency","rate"
"null","2017-04-11","EUR","USD","1.057800"
"null","2017-04-11","EUR","IDR","14048.000000"
"null","2017-04-11","EUR","BGN","1.955800"
"null","2017-04-11","EUR","ILS","3.873500"
"null","2017-04-11","EUR","GBP","0.853350"
"null","2017-04-11","EUR","DKK","7.436300"
"null","2017-04-11","EUR","CAD","1.415500"
"null","2017-04-11","EUR","JPY","117.720000"
"null","2017-04-11","EUR","HUF","311.350000"
"null","2017-04-11","EUR","RON","4.511800"
"null","2017-04-11","EUR","MYR","4.691900"
"null","2017-04-11","EUR","SEK","9.609800"
"null","2017-04-11","EUR","SGD","1.488000"
"null","2017-04-11","EUR","HKD","8.218900"
"null","2017-04-11","EUR","AUD","1.412000"
"null","2017-04-11","EUR","CHF","1.068200"
"null","2017-04-11","EUR","KRW","1208.200000"
"null","2017-04-11","EUR","CNY","7.302200"
"null","2017-04-11","EUR","TRY","3.949400"
"null","2017-04-11","EUR","HRK","7.435000"
"null","2017-04-11","EUR","NZD","1.523900"
"null","2017-04-11","EUR","THB","36.653000"
"null","2017-04-11","EUR","NOK","9.144300"
"null","2017-04-11","EUR","RUB","60.503000"
"null","2017-04-11","EUR","INR","68.292000"
"null","2017-04-11","EUR","MXN","19.759000"
"null","2017-04-11","EUR","CZK","26.528000"
"null","2017-04-11","EUR","BRL","3.317500"
"null","2017-04-11","EUR","PLN","4.229600"
"null","2017-04-11","EUR","PHP","52.492000"
"null","2017-04-11","EUR","ZAR","14.692000"
"id","on_date","from_currency","to_currency","rate"
"null","2017-04-12","EUR","USD","1.061600"
"null","2017-04-12","EUR","IDR","14100.000000"
"null","2017-04-12","EUR","BGN","1.955800"
"null","2017-04-12","EUR","ILS","3.881700"
"null","2017-04-12","EUR","GBP","0.853300"
"null","2017-04-12","EUR","DKK","7.437200"
"null","2017-04-12","EUR","CAD","1.413900"
"null","2017-04-12","EUR","JPY","117.360000"
"null","2017-04-12","EUR","HUF","311.400000"
"null","2017-04-12","EUR","RON","4.510400"
"null","2017-04-12","EUR","MYR","4.706600"
"null","2017-04-12","EUR","SEK","9.591500"
"null","2017-04-12","EUR","SGD","1.490400"
"null","2017-04-12","EUR","HKD","8.249900"
"null","2017-04-12","EUR","AUD","1.413700"
"null","2017-04-12","EUR","CHF","1.069600"
"null","2017-04-12","EUR","KRW","1214.500000"
"null","2017-04-12","EUR","CNY","7.325600"
"null","2017-04-12","EUR","TRY","3.939200"
"null","2017-04-12","EUR","HRK","7.424000"
"null","2017-04-12","EUR","NZD","1.528500"
"null","2017-04-12","EUR","THB","36.726000"
"null","2017-04-12","EUR","NOK","9.124500"
"null","2017-04-12","EUR","RUB","60.453000"
"null","2017-04-12","EUR","INR","68.455000"
"null","2017-04-12","EUR","MXN","19.843000"
"null","2017-04-12","EUR","CZK","26.658000"
"null","2017-04-12","EUR","BRL","3.324100"
"null","2017-04-12","EUR","PLN","4.241400"
"null","2017-04-12","EUR","PHP","52.631000"
"null","2017-04-12","EUR","ZAR","14.689000"
"id","on_date","from_currency","to_currency","rate"
"null","2017-04-13","EUR","USD","1.060500"
"null","2017-04-13","EUR","IDR","14088.000000"
"null","2017-04-13","EUR","BGN","1.955800"
"null","2017-04-13","EUR","ILS","3.876200"
"null","2017-04-13","EUR","GBP","0.848400"
"null","2017-04-13","EUR","DKK","7.436900"
"null","2017-04-13","EUR","CAD","1.411400"
"null","2017-04-13","EUR","JPY","116.220000"
"null","2017-04-13","EUR","HUF","311.970000"
"null","2017-04-13","EUR","RON","4.520500"
"null","2017-04-13","EUR","MYR","4.695400"
"null","2017-04-13","EUR","SEK","9.555300"
"null","2017-04-13","EUR","SGD","1.486900"
"null","2017-04-13","EUR","HKD","8.241600"
"null","2017-04-13","EUR","AUD","1.416300"
"null","2017-04-13","EUR","CHF","1.067800"
"null","2017-04-13","EUR","KRW","1209.300000"
"null","2017-04-13","EUR","CNY","7.309000"
"null","2017-04-13","EUR","TRY","3.896500"
"null","2017-04-13","EUR","HRK","7.438500"
"null","2017-04-13","EUR","NZD","1.532000"
"null","2017-04-13","EUR","THB","36.555000"
"null","2017-04-13","EUR","NOK","9.103500"
"null","2017-04-13","EUR","RUB","60.507000"
"null","2017-04-13","EUR","INR","68.590000"
"null","2017-04-13","EUR","MXN","19.938000"
"null","2017-04-13","EUR","CZK","26.697000"
"null","2017-04-13","EUR","BRL","3.333000"
"null","2017-04-13","EUR","PLN","4.248500"
"null","2017-04-13","EUR","PHP","52.446000"
"null","2017-04-13","EUR","ZAR","14.518000"
"id","on_date","from_currency","to_currency","rate"
"null","2017-04-14","EUR","USD","1.063000"
"null","2017-04-14","EUR","IDR","14092.000000"
"null","2017-04-14","EUR","BGN","1.955800"
"null","2017-04-14","EUR","ILS","3.884100"
"null","2017-04-14","EUR","GBP","0.847630"
"null","2017-04-14","EUR","DKK","7.437600"
"null","2017-04-14","EUR","CAD","1.406900"
"null","2017-04-14","EUR","JPY","116.010000"
"null","2017-04-14","EUR","HUF","312.550000"
"null","2017-04-14","EUR","RON","4.518900"
"null","2017-04-14","EUR","MYR","4.690500"
"null","2017-04-14","EUR","SEK","9.582000"
"null","2017-04-14","EUR","SGD","1.484500"
"null","2017-04-14","EUR","HKD","8.265200"
"null","2017-04-14","EUR","AUD","1.402700"
"null","2017-04-14","EUR","CHF","1.068600"
"null","2017-04-14","EUR","KRW","1202.900000"
"null","2017-04-14","EUR","CNY","7.322700"
"null","2017-04-14","EUR","TRY","3.899100"
"null","2017-04-14","EUR","HRK","7.425500"
"null","2017-04-14","EUR","NZD","1.517800"
"null","2017-04-14","EUR","THB","36.503000"
"null","2017-04-14","EUR","NOK","9.103300"
"null","2017-04-14","EUR","RUB","59.935000"
"null","2017-04-14","EUR","INR","68.492000"
"null","2017-04-14","EUR","MXN","19.766000"
"null","2017-04-14","EUR","CZK","26.704000"
"null","2017-04-14","EUR","BRL","3.327700"
"null","2017-04-14","EUR","PLN","4.245000"
"null","2017-04-14","EUR","PHP","52.584000"
"null","2017-04-14","EUR","ZAR","14.380000"
"id","on_date","from_currency","to_currency","rate"
"null","2017-04-15","EUR","USD","1.063000"
"null","2017-04-15","EUR","IDR","14092.000000"
"null","2017-04-15","EUR","BGN","1.955800"
"null","2017-04-15","EUR","ILS","3.884100"
"null","2017-04-15","EUR","GBP","0.847630"
"null","2017-04-15","EUR","DKK","7.437600"
"null","2017-04-15","EUR","CAD","1.406900"
"null","2017-04-15","EUR","JPY","116.010000"
"null","2017-04-15","EUR","HUF","312.550000"
"null","2017-04-15","EUR","RON","4.518900"
"null","2017-04-15","EUR","MYR","4.690500"
"null","2017-04-15","EUR","SEK","9.582000"
"null","2017-04-15","EUR","SGD","1.484500"
"null","2017-04-15","EUR","HKD","8.265200"
"null","2017-04-15","EUR","AUD","1.402700"
"null","2017-04-15","EUR","CHF","1.068600"
"null","2017-04-15","EUR","KRW","1202.900000"
"null","2017-04-15","EUR","CNY","7.322700"
"null","2017-04-15","EUR","TRY","3.899100"
"null","2017-04-15","EUR","HRK","7.425500"
"null","2017-04-15","EUR","NZD","1.517800"
"null","2017-04-15","EUR","THB","36.503000"
"null","2017-04-15","EUR","NOK","9.103300"
"null","2017-04-15","EUR","RUB","59.935000"
"null","2017-04-15","EUR","INR","68.492000"
"null","2017-04-15","EUR","MXN","19.766000"
"null","2017-04-15","EUR","CZK","26.704000"
"null","2017-04-15","EUR","BRL","3.327700"
"null","2017-04-15","EUR","PLN","4.245000"
"null","2017-04-15","EUR","PHP","52.584000"
"null","2017-04-15","EUR","ZAR","14.380000"
"id","on_date","from_currency","to_currency","rate"
"null","2017-04-16","EUR","USD","1.063000"
"null","2017-04-16","EUR","IDR","14092.000000"
"null","2017-04-16","EUR","BGN","1.955800"
"null","2017-04-16","EUR","ILS","3.884100"
"null","2017-04-16","EUR","GBP","0.847630"
"null","2017-04-16","EUR","DKK","7.437600"
"null","2017-04-16","EUR","CAD","1.406900"
"null","2017-04-16","EUR","JPY","116.010000"
"null","2017-04-16","EUR","HUF","312.550000"
"null","2017-04-16","EUR","RON","4.518900"
"null","2017-04-16","EUR","MYR","4.690500"
"null","2017-04-16","EUR","SEK","9.582000"
"null","2017-04-16","EUR","SGD","1.484500"
"null","2017-04-16","EUR","HKD","8.265200"
"null","2017-04-16","EUR","AUD","1.402700"
"null","2017-04-16","EUR","CHF","1.068600"
"null","2017-04-16","EUR","KRW","1202.900000"
"null","2017-04-16","EUR","CNY","7.322700"
"null","2017-04-16","EUR","TRY","3.899100"
"null","2017-04-16","EUR","HRK","7.425500"
"null","2017-04-16","EUR","NZD","1.517800"
"null","2017-04-16","EUR","THB","36.503000"
"null","2017-04-16","EUR","NOK","9.103300"
"null","2017-04-16","EUR","RUB","59.935000"
"null","2017-04-16","EUR","INR","68.492000"
"null","2017-04-16","EUR","MXN","19.766000"
"null","2017-04-16","EUR","CZK","26.704000"
"null","2017-04-16","EUR","BRL","3.327700"
"null","2017-04-16","EUR","PLN","4.245000"
"null","2017-04-16","EUR","PHP","52.584000"
"null","2017-04-16","EUR","ZAR","14.380000"
"id","on_date","from_currency","to_currency","rate"
"null","2017-04-17","EUR","USD","1.063000"
"null","2017-04-17","EUR","IDR","14092.000000"
"null","2017-04-17","EUR","BGN","1.955800"
"null","2017-04-17","EUR","ILS","3.884100"
"null","2017-04-17","EUR","GBP","0.847630"
"null","2017-04-17","EUR","DKK","7.437600"
"null","2017-04-17","EUR","CAD","1.406900"
"null","2017-04-17","EUR","JPY","116.010000"
"null","2017-04-17","EUR","HUF","312.550000"
"null","2017-04-17","EUR","RON","4.518900"
"null","2017-04-17","EUR","MYR","4.690500"
"null","2017-04-17","EUR","SEK","9.582000"
"null","2017-04-17","EUR","SGD","1.484500"
"null","2017-04-17","EUR","HKD","8.265200"
"null","2017-04-17","EUR","AUD","1.402700"
"null","2017-04-17","EUR","CHF","1.068600"
"null","2017-04-17","EUR","KRW","1202.900000"
"null","2017-04-17","EUR","CNY","7.322700"
"null","2017-04-17","EUR","TRY","3.899100"
"null","2017-04-17","EUR","HRK","7.425500"
"null","2017-04-17","EUR","NZD","1.517800"
"null","2017-04-17","EUR","THB","36.503000"
"null","2017-04-17","EUR","NOK","9.103300"
"null","2017-04-17","EUR","RUB","59.935000"
"null","2017-04-17","EUR","INR","68.492000"
"null","2017-04-17","EUR","MXN","19.766000"
"null","2017-04-17","EUR","CZK","26.704000"
"null","2017-04-17","EUR","BRL","3.327700"
"null","2017-04-17","EUR","PLN","4.245000"
"null","2017-04-17","EUR","PHP","52.584000"
"null","2017-04-17","EUR","ZAR","14.380000"
"id","on_date","from_currency","to_currency","rate"
"null","2017-04-18","EUR","USD","1.063000"
"null","2017-04-18","EUR","IDR","14092.000000"
"null","2017-04-18","EUR","BGN","1.955800"
"null","2017-04-18","EUR","ILS","3.884100"
"null","2017-04-18","EUR","GBP","0.847630"
"null","2017-04-18","EUR","DKK","7.437600"
"null","2017-04-18","EUR","CAD","1.406900"
"null","2017-04-18","EUR","JPY","116.010000"
"null","2017-04-18","EUR","HUF","312.550000"
"null","2017-04-18","EUR","RON","4.518900"
"null","2017-04-18","EUR","MYR","4.690500"
"null","2017-04-18","EUR","SEK","9.582000"
"null","2017-04-18","EUR","SGD","1.484500"
"null","2017-04-18","EUR","HKD","8.265200"
"null","2017-04-18","EUR","AUD","1.402700"
"null","2017-04-18","EUR","CHF","1.068600"
"null","2017-04-18","EUR","KRW","1202.900000"
"null","2017-04-18","EUR","CNY","7.322700"
"null","2017-04-18","EUR","TRY","3.899100"
"null","2017-04-18","EUR","HRK","7.425500"
"null","2017-04-18","EUR","NZD","1.517800"
"null","2017-04-18","EUR","THB","36.503000"
"null","2017-04-18","EUR","NOK","9.103300"
"null","2017-04-18","EUR","RUB","59.935000"
"null","2017-04-18","EUR","INR","68.492000"
"null","2017-04-18","EUR","MXN","19.766000"
"null","2017-04-18","EUR","CZK","26.704000"
"null","2017-04-18","EUR","BRL","3.327700"
"null","2017-04-18","EUR","PLN","4.245000"
"null","2017-04-18","EUR","PHP","52.584000"
"null","2017-04-18","EUR","ZAR","14.380000"
"id","on_date","from_currency","to_currency","rate"
"null","2017-04-19","EUR","USD","1.068200"
"null","2017-04-19","EUR","IDR","14203.000000"
"null","2017-04-19","EUR","BGN","1.955800"
"null","2017-04-19","EUR","ILS","3.915200"
"null","2017-04-19","EUR","GBP","0.843750"
"null","2017-04-19","EUR","DKK","7.438100"
"null","2017-04-19","EUR","CAD","1.427300"
"null","2017-04-19","EUR","JPY","116.260000"
"null","2017-04-19","EUR","HUF","312.580000"
"null","2017-04-19","EUR","RON","4.518000"
"null","2017-04-19","EUR","MYR","4.711300"
"null","2017-04-19","EUR","SEK","9.590800"
"null","2017-04-19","EUR","SGD","1.493700"
"null","2017-04-19","EUR","HKD","8.304000"
"null","2017-04-19","EUR","AUD","1.415500"
"null","2017-04-19","EUR","CHF","1.068600"
"null","2017-04-19","EUR","KRW","1221.000000"
"null","2017-04-19","EUR","CNY","7.352400"
"null","2017-04-19","EUR","TRY","3.942300"
"null","2017-04-19","EUR","HRK","7.437000"
"null","2017-04-19","EUR","NZD","1.518600"
"null","2017-04-19","EUR","THB","36.693000"
"null","2017-04-19","EUR","NOK","9.109300"
"null","2017-04-19","EUR","RUB","59.886000"
"null","2017-04-19","EUR","INR","69.008000"
"null","2017-04-19","EUR","MXN","19.827000"
"null","2017-04-19","EUR","CZK","26.759000"
"null","2017-04-19","EUR","BRL","3.319400"
"null","2017-04-19","EUR","PLN","4.236300"
"null","2017-04-19","EUR","PHP","53.064000"
"null","2017-04-19","EUR","ZAR","14.300000"
"id","on_date","from_currency","to_currency","rate"
"null","2017-04-20","EUR","USD","1.072500"
"null","2017-04-20","EUR","IDR","14293.000000"
"null","2017-04-20","EUR","BGN","1.955800"
"null","2017-04-20","EUR","ILS","3.931300"
"null","2017-04-20","EUR","GBP","0.834300"
"null","2017-04-20","EUR","DKK","7.438700"
"null","2017-04-20","EUR","CAD","1.441500"
"null","2017-04-20","EUR","JPY","116.910000"
"null","2017-04-20","EUR","HUF","313.050000"
"null","2017-04-20","EUR","RON","4.534100"
"null","2017-04-20","EUR","MYR","4.719000"
"null","2017-04-20","EUR","SEK","9.619500"
"null","2017-04-20","EUR","SGD","1.498700"
"null","2017-04-20","EUR","HKD","8.339700"
"null","2017-04-20","EUR","AUD","1.425500"
"null","2017-04-20","EUR","CHF","1.069000"
"null","2017-04-20","EUR","KRW","1222.400000"
"null","2017-04-20","EUR","CNY","7.385200"
"null","2017-04-20","EUR","TRY","3.929200"
"null","2017-04-20","EUR","HRK","7.446800"
"null","2017-04-20","EUR","NZD","1.528300"
"null","2017-04-20","EUR","THB","36.883000"
"null","2017-04-20","EUR","NOK","9.152800"
"null","2017-04-20","EUR","RUB","60.266000"
"null","2017-04-20","EUR","INR","69.243000"
"null","2017-04-20","EUR","MXN","20.019000"
"null","2017-04-20","EUR","CZK","26.794000"
"null","2017-04-20","EUR","BRL","3.336800"
"null","2017-04-20","EUR","PLN","4.235800"
"null","2017-04-20","EUR","PHP","53.339000"
"null","2017-04-20","EUR","ZAR","14.261000"
"id","on_date","from_currency","to_currency","rate"
"null","2017-04-21","EUR","USD","1.074500"
"null","2017-04-21","EUR","IDR","14316.000000"
"null","2017-04-21","EUR","BGN","1.955800"
"null","2017-04-21","EUR","ILS","3.938200"
"null","2017-04-21","EUR","GBP","0.839200"
"null","2017-04-21","EUR","DKK","7.438100"
"null","2017-04-21","EUR","CAD","1.449400"
"null","2017-04-21","EUR","JPY","117.160000"
"null","2017-04-21","EUR","HUF","313.500000"
"null","2017-04-21","EUR","RON","4.540500"
"null","2017-04-21","EUR","MYR","4.725700"
"null","2017-04-21","EUR","SEK","9.620300"
"null","2017-04-21","EUR","SGD","1.500900"
"null","2017-04-21","EUR","HKD","8.355000"
